country_code,party_abbreviation,party_native,partyfacts_id_matched,pf_name_short,pf_name,pf_name_english,votes,resembles_source
IT,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,9513.0,NM,Noi moderati,Us Moderates,248337.0,True
IE,OTHER,,1885.0,etc,other,other,247872.0,True
LT,WORKING FOR LITHUANIA,"""Koalicija """"Uz darba Lietuvai""""""",2091.0,UdL,"Koalicija ""Už darba Lietuvai“",Working for Lithuania,246852.0,True
BE,PTB,PTB,1753.0,PVDA — PTB,Partij van de Arbeid van België — Parti du Travail de Belgique,Workers' Party of Belgium,246211.0,True
GR,SPARTIATES,SPARTIATES,9129.0,Sp,Spartiátes,Spartans,243922.0,True
LU,KPL,Kommunistesch Partei vu Letzebuerg,1647.0,KPL,Kommunistesch Partei vu Lëtzebuerg,Communist Party of Luxembourg,243201.0,True
RO,PARTIDUL PRO ROMÂNIA,PARTIDUL PRO ROMÂNIA,7359.0,PROR,PRO România,PRO Romania,241272.0,True
LT,Lietuvos socialdemokratų partija,Lietuvos socialdemokratų partija,64.0,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,240503.0,True
BG,IMRO/NFSB,Patriotichen front,5649.0,PF,Patriotichen front,Patriotic Front,239101.0,True
FR,Reconquête,Reconquête,9064.0,R!,Reconquête,Reconquest,236768.0,True
BG,DSB,Demokrati za Silna Balgarija,1195.0,DSB,Demokrati za Silna Balgarija,Democrats for a Strong Bulgaria,234788.0,True
BG,RZS,"Red, zakonnost i spravedlivost",272.0,RZS,"Red, zakonnost i spravedlivost","Order, Law and Justice",233727.0,True
FR,Horizons,Horizons,9134.0,H,Horizons,Horizons,231667.0,True
GR,ELLINIKI LYSI-KYRIAKOS VELOPOULOS,ELLINIKI LYSI-KYRIAKOS VELOPOULOS,7347.0,EL,Elliniki Lisi,Greek Solution,231491.0,True
HR,HDZ-HSLS,Hrvatska demokratska zajednica,1431.0,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,230838.0,True
IT,P.POPOLARE ITALIANO,Partito Popolare Italiano,1701.0,PPI,Partito Popolare Italiano,Italian People's Party,228194.0,True
NO,Sosialistisk Venstreparti,Sosialistisk Venstreparti,719.0,SV,Sosialistisk Venstreparti,Socialist Left Party,228063.0,True
NL,GPV,GPV,1602.0,GPV,Gereformeerd Politiek Verbond,Reformed Political League,227882.0,True
NL,PvdD,PvdD,1467.0,PvdD,Partij voor de Dieren,Party for the Animals,227742.0,True
DE,DIE GRAUEN,,1652.0,Grau,Die Grauen — Graue Panther,The Grays — Gray Panthers,227364.0,True
LT,Tėvynės sąjunga-Lietuvos krikščionys demokratai ,Tėvynės sąjunga-Lietuvos krikščionys demokratai ,193.0,TS — LKD,Tėvynės sąjunga — Lietuvos krikščionys demokratai,Homeland Union — Lithuanian Christian Democrats,224026.0,True
AT,PILZ,Liste Peter Pilz,6137.0,PILZ,Liste Peter Pilz,Peter Pilz List,223543.0,True
GR,POTAMI,To Potami,3118.0,TP,To Potami,The River,222349.0,True
CZ,PRISAHA Roberta Slachty,PRISAHA Roberta Slachty,9002.0,P,Přísaha,Oath,221415.0,True
HU,OMC,alliance,3948.0,ally,alliance,alliance,219029.0,True
DE,DIE TIERSCHUTZPARTEI,,749.0,Tier,Tierschutzpartei,Animal Welfare Party,218192.0,True
FI,VIHR,VIHR,479.0,VIHR,Vihreä Liitto,Green League,217795.0,True
PT,PCTP/MRPP,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,857.0,PCTP/MRPP,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,215033.0,True
GB,SF,Sinn Féin,963.0,SF,Sinn Féin,Sinn Fein,210891.0,True
GR,ELLINIKI LYSI,Elliniki Lisi,7347.0,EL,Elliniki Lisi,Greek Solution,209290.0,True
IT,PARTITO SOCIALISTA,Partito Socialista Italiano,742.0,PSI,Partito Socialista Italiano,Italian Socialist Party,207653.0,True
CH,EDU,Eidgenossisch-Demokratische Union,631.0,EDU,Eidgenössisch-Demokratische Union,Federal Democratic Union of Switzerland,206227.0,True
BE,ECOLO,ECOLO,1563.0,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,204438.0,True
LT,LIBERAL AND CENTRE UNION,Liberalu ir centro sajunga,1193.0,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,204210.0,True
SK,Kresťanskodemokratické hnutie,Kresťanskodemokratické hnutie,63.0,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,202515.0,True
CZ,SVOBODNI,Strana svobodnych obcanu,254.0,SSO,Strana svobodných občanů,Party of Free Citizens,201793.0,True
IT,SUDTIROLER VOLKSPARTEI,,1369.0,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,200056.0,True
SK,SPOLU,Spolu - obcianska demokracia,8177.0,Spolu,Spolu — občianska demokracia,Together — Civic Democracy,199506.0,True
BG,LIDER,Lider,265.0,LR,Lider,Lider,199277.0,True
SI,SLS,Slovenska ljudska stranka,764.0,SLS,Slovenska ljudska stranka,Slovenian People's Party,199220.0,True
BE,ROSSEM,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,1016.0,ROSSEM,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,Radical Reformers Fighting for an Upright Society,198182.0,True
DK,OTHER,,1858.0,etc,other,other,197912.0,True
DK,C,C. Det Konservative Folkeparti,536.0,KF,Konservative Folkeparti,Conservative People's Party,194820.0,True
GB,PC,Plaid Cymru,1002.0,Plaid,Plaid Cymru,Plaid Cymru — the Party of Wales,194811.0,True
CH,FPS,Auto-Partei / Freiheitspartei der Schweiz,1311.0,A/FPS,Auto-Partei / Freiheitspartei der Schweiz,Automobile Party / Freedom Party of Switzerland,194591.0,True
GR,MERA25,European Realistic Disobedience Front [MeRa25],7348.0,MeRA25,Métopo Evropaikís Realistikís Anypakoís,European Realistic Disobedience Front,194576.0,True
CZ,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,1728.0,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,193817.0,True
SI,SNS,Slovenska nacionalna stranka,96.0,SNS,Slovenska nacionalna stranka,Slovenian National Party,193768.0,True
GR,"DIMOKRATIKO PATRIOTIKO KINIMA ""NIKI""","DIMOKRATIKO PATRIOTIKO KINIMA ""NIKI""",9126.0,Niki,Dimokratikó Patriotikó Kínima 'Níki',Democratic Patriotic Movement 'Victory',193124.0,True
RO,PRU,Partidul Romania Unita,5854.0,PRU,Partidul România Unită,United Romania Party,192444.0,True
CZ,SUVEREN.,Suverenita - blok Jany Bobosikove,293.0,S — JB,Suverenita — blok Jany Bobošíkové,Sovereignty — Jana Bobosikova Bloc,192145.0,True
NL,LN,LN,1420.0,LN,Leefbaar Nederland,Livable Netherlands,191949.0,True
LV,ZRP,Zatlera Reformu partija,1476.0,ZRP,Zatlera Reformu partija,Zatlers' Reform Party,190856.0,True
EE,Eesti Reformierakond,Eesti Reformierakond,821.0,ER,Eesti Reformierakond,Estonian Reform Party,190632.0,True
RO,FORȚA DREPTEI,FORȚA DREPTEI,9579.0,FD,Forța Dreptei,Force of the Right,189535.0,True
CY,EDEK,Kinima Sosialdimokraton EDEK,1028.0,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,189442.0,True
BG,BNS,Balgarski Naroden Sajuz,263.0,BNS,Balgarski Naroden Sajuz,Bulgarian People's Union,189268.0,True
PT,ADN,ADN,9817.0,ADN,Alternativa Democrática Nacional,National Democratic Alternative,188966.0,True
BG,Bulgarian Rise,Bulgarian Rise,9060.0,BV,Balgarski vazhod,Bulgarian Rise,188436.0,True
RO,PNTCD,Partidul National Taranesc Crestin Democrat,1750.0,PNT-CD,Partidul Naţional Ţărănesc Creştin Democrat,Christian-Democratic National Peasants' Party,188268.0,True
SK,Sloboda a Solidarita,Sloboda a Solidarita,1386.0,SaS,Sloboda a Solidarita,Freedom and Solidarity,187645.0,True
BG,CP,Balgarija bes Zensura,3188.0,BBZ,Balgarija bes Zensura,Bulgaria without Censorship,186938.0,True
CH,SD,Nationale Aktion / Schweizer Demokraten,1819.0,NA-SD,Nationale Aktion / Schweizer Demokraten,National Action / Swiss Democrats,186627.0,True
PL,PJKM,Platforma Janusza Korwin-Mikke,913.0,PJKM,Platforma Janusza Korwin-Mikke,Platform of Janusz Korwin-Mikke,185864.0,True
HU,MAGYAR KÉTFARKÚ KUTYA PÁRT,MAGYAR KÉTFARKÚ KUTYA PÁRT,6129.0,MKKP,Magyar Kétfarkú Kutya Párt,Hungarian Two-tailed Dog Party,185052.0,True
IT,LEGA D'AZIONE MERIDIONALE,,8647.0,LAM,Lega d'Azione Meridionale,Southern Action League,183981.0,True
DE,PIRATEN,PIRATEN,1287.0,Pirat,Piratenpartei Deutschland,German Pirate Party,183757.9,True
FR,Divers Écologistes,Divers Écologistes,8657.0,d-eco,divers ecologistes,other greens,182478.0,True
DK,Ø,Ø. Enhedslisten - De Rød-Grønne,1527.0,Enh,Enhedslisten / De Rød-Grønne,Red-Green Alliance,181452.0,True
NO,SV,SV - Sosialistisk Venstreparti,719.0,SV,Sosialistisk Venstreparti,Socialist Left Party,181192.0,True
HU,MSZMP,Magyar Szocialista Munkáspárt,299.0,MSZMP,Magyar Szocialista Munkáspárt,Hungarian Socialist Workers' Party,180964.0,True
RO,PARTIDUL SOCIAL DEMOCRAT UNIT,PARTIDUL SOCIAL DEMOCRAT UNIT,120.0,PSD,Partidul Social Democrat,Social Democratic Party,177137.0,True
HR,DPMS-LED COALITION,,8981.0,DP,Domovinski pokret,Homeland Movement,175449.0,True
HU,MSZDP,Magyarorszagi Szocialdemokrata Part,1726.0,MSzDP,Magyarországi Szociáldemokrata Párt,Social Democratic Party of Hungary (1989),174434.0,True
HU,MOMENTUM,Momentum Mozgalom,8249.0,MM,Momentum Mozgalom,Momentum Movement,174225.0,True
FR,CHASSE PECHE NATURE TRADITIONS,,1313.0,CPNT,"Chasse, pêche, nature, traditions","Hunting, Fishing, Nature, Tradition",174214.0,True
NO,MDG,Miljopartiet De Gronne,1963.0,MDG,Miljøpartiet De Grønne,Green Party,173940.0,True
IT,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2278.0,CD,Centro Democratico,Democratic Centre,173497.0,True
LV,Jaunā VIENOTĪBA,Jaunā VIENOTĪBA,9089.0,JV,Jaunā Vienotība,New Unity,173425.0,True
GR,NIKI,NIKI,9126.0,Niki,Dimokratikó Patriotikó Kínima 'Níki',Democratic Patriotic Movement 'Victory',172260.0,True
GB,DUP,DUP,335.0,DUP,Democratic Unionist Party,Democratic Unionist Party,172058.0,True
GR,LAE,Laiki Enotita,4512.0,LE,Laïkí Enótita,Popular Unity,170932.0,True
HR,HDZ-HDS,Hrvatska demokratska zajednica - Hrvatska demokrscanska stranka,1431.0,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,170524.0,True
GR,PLEFSI ELEFTHERIAS - ZOI KONSTANTOPOULOU,PLEFSI ELEFTHERIAS - ZOI KONSTANTOPOULOU,9088.0,PE,Plefsi Eleftherias,Course of Freedom,170424.0,True
GR,XANA,Dimiourgia Xana,471.0,DX,Dimiourgia Xana,Recreate Greece,168409.0,True
SK,Slovenská národná strana,Slovenská národná strana,730.0,SNS,Slovenská národná strana,Slovak National Party,166995.0,True
GR,PLEFSI ELEFTHERIAS-ZOI KONSTANTOPOULOU,PLEFSI ELEFTHERIAS-ZOI KONSTANTOPOULOU,9088.0,PE,Plefsi Eleftherias,Course of Freedom,165523.0,True
BE,VIVANT,Vivant,76.0,V,Vivant,Alive,165296.0,True
SK,ZA LUDI,,8394.0,Za,Za ľudí,For the People,165288.0,True
HR,HDZ-HGS,Hrvatska demokratska zajednica,1431.0,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,163287.0,True
MT,Partit Laburista,Partit Laburista,808.0,MLP,Partit Laburista,Malta Labour Party,162707.0,True
SI,OTHER,,1856.0,etc,other,other,162530.0,True
PL,MN,,1439.0,MN,Mniejszość niemiecka w Polsce,German minority,162440.0,True
DE,ÖDP,ÖDP,7345.0,ODP,Ökologisch-Demokratische Partei,Ecological Democratic Party,162085.5,True
FR,Union des Démocrates et Indépendants,Union des Démocrates et Indépendants,3229.0,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,161768.0,True
IT,CASAPOUND ITALIA,,8244.0,CPI,CasaPound Italia,CasaPound Italy,161708.0,True
RO,INDEPENDENT,,2894.0,indep,independent,independent,158401.0,True
LT,"PARTY ""ORDER AND JUSTICE"" (LIBERAL DEMOCRATIC PARTY)",Tvarka ir teisingumas - Liberalu Demokratu Partija,237.0,TT — LDP,Tvarka ir teisingumas — Liberalų Demokratų Partija,Order and Justice — Liberal Democratic Party,156777.0,True
GR,MERA25-SYMMACHIA GIA TI RIXI,MERA25-SYMMACHIA GIA TI RIXI,7348.0,MeRA25,Métopo Evropaikís Realistikís Anypakoís,European Realistic Disobedience Front,155107.0,True
NO,MDG,Miljøpartiet De Grønne,1963.0,MDG,Miljøpartiet De Grønne,Green Party,152782.0,True
ES,BLOQUE NACIONALISTA GALEGO,BLOQUE NACIONALISTA GALEGO,1011.0,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,152327.0,True
PL,NP,,4713.0,KNP,Kongres Nowej Prawicy,Congress of the New Right,151837.0,True
LU,déi Lénk,déi Lénk,271.0,DL,Déi Lénk,The Left,147839.0,True
CH,LEGA,Lega dei Ticinesi,1661.0,LdT,Lega dei Ticinesi,Ticino League,147097.0,True
SK,SIET,Siet,4872.0,S—SKS,Sieť — Slovenská konzervatívna strana,Network — Slovak Conservative Party,146039.0,True
BG,VOLYA,Volya,5863.0,Volya,Volya,Will,145637.0,True
EE,EKRE,Eesti Konservatiivne Rahvaerakond,4094.0,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,143972.0,True
BG,Izpravi se.BG! Nie idvame!,Izpravi se.BG! Nie idvame!,8991.0,IS,Izpravi se!,Stand up!,143699.0,True
AT,KPO,Kommunistische Partei Osterreichs,996.0,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,142901.0,True
SK,REPUBLIKA,REPUBLIKA,9072.0,REP,Republika,Republic,141099.0,True
CH,Mouvement Citoyens Genevois (MCR),Mouvement Citoyens Genevois (MCR),8176.0,MCG,Mouvement Citoyens Genevois,Geneva Citizens' Movement,137802.0,True
HU,KP-CONS,Koztarsasag Part,3795.0,KP,Köztársaság Párt,Republican Party,137561.0,True
NO,Venstre,Venstre,1173.0,V,Venstre,Liberal Party of Norway,137433.0,True
BG,ABC,Alternativa za balgarsko vazrazhdane,3187.0,ABV,Alternativa za balgarsko vazrazhdane,Alternative for Bulgarian Revival,136223.0,True
LT,FOR ORDER AND JUSTICE,Tvarka ir teisingumas - Liberalu Demokratu Partija,237.0,TT — LDP,Tvarka ir teisingumas — Liberalų Demokratų Partija,Order and Justice — Liberal Democratic Party,135807.0,True
FR,ALLI,,1177.0,AC,Alliance centriste,Centrist Alliance,135537.0,True
LU,OTHER,,1847.0,etc,other,other,134042.0,True
FI,RKP,RKP,1229.0,RKP/SFP,Ruotsalainen Kansanpuolue / Svenska Folkepartiet i Finland,Swedish People's Party of Finland,133518.0,True
CZ,SNK,Sdruzeni nezavislych,884.0,Sn,Sdruzeni nezavislych,Association of Independents,132699.0,True
HR,INDEPENDENT,independent,2650.0,indep,independent,independent,132486.0,True
NO,RV,Rod Valgallianse,44.0,RV,Rød Valgallianse,Red Electoral Alliance,131982.0,True
DE,SSW,SSW,50.0,SSW,Südschleswigscher Wählerverband,South Schleswig Voter League,131716.0,True
AT,MARTIN,Liste Dr. Hans-Peter Martin,1708.0,MARTIN,Liste Dr. Hans-Peter Martin,Hans-Peter Martin's List,131688.0,True
BG,NFSB,Natzionalen Front za Spasenie na Bulgaria,2057.0,NFSB,Natzionalen Front za Spasenie na Bulgaria,National Front for the Salvation of Bulgaria,131169.0,True
FI,KD,KD,703.0,KD,Kristillisdemokraatit,Christian Democrats / League,130694.0,True
BG,"Stand Up! Mafia, Get Out!","Stand Up! Mafia, Get Out!",8991.0,IS,Izpravi se!,Stand up!,130663.0,True
GR,MERA 25 - SYMMACHIA GIA TI RIXI,MERA 25 - SYMMACHIA GIA TI RIXI,7348.0,MeRA25,Métopo Evropaikís Realistikís Anypakoís,European Realistic Disobedience Front,130378.0,True
DK,D,D. Nye Borgerlige,7339.0,NB,Nye Borgerlige,The New Right,129524.0,True
IE,SD,Daonlathaigh Shoisialta,4870.0,DS,Daonlathaigh Shóisialta,Social Democrats,127491.0,True
RO,PER,Partidul Ecologist Roman,1373.0,PER,Partidul Ecologist Român,Romanian Ecologist Party,126763.0,True
FR,Parti radical de gauche,Parti radical de gauche,1783.0,PRG,Parti radical de gauche,Radical Party of the Left,126689.0,True
MT,Partit Nazzjonalista,Partit Nazzjonalista,699.0,PN,Partit Nazzjonalista,Nationalist Party,123233.0,True
HR,LABURISTI,Hrvatski laburisti - Stranka rada,3143.0,CL — LP,Hrvatski laburisti — Stranka rada,Croatian Labourists — Labour Party,121755.0,True
EE,RESP,Uhendus vabariigi eest / Res Publica,491.0,UVE/RP,Ühendus vabariigi eest / Res Publica,Union for the Republic / Res Publica Party,121383.0,True
LV,JKP,Jauna konservativa partija,6355.0,JKP,Jaunā konservatīvā partija,New Conservative Party,121083.0,True
LV,KPV LV,Kam pieder valsts?,6356.0,KPVLV—PCL,Kam pieder valsts? — Par cilvēcīgu Latviju,Who owns the state? — For a Humane Latvia,120264.0,True
HU,MIEP-JOBBIK,MIEP-Jobbik a Harmadik Ut partszovetseg,8264.0,MIEP — Jobbik,MIÉP — Jobbik a Harmadik Út pártszövetség,MIÉP — Jobbik Third Way Alliance of Parties,119007.0,True
DE,BP,,61.0,BP,Bayernpartei,Bavarian Party,118368.0,True
NO,Miljøpartiet De Grønne,Miljøpartiet De Grønne,1963.0,MDG,Miljøpartiet De Grønne,Green Party,117647.0,True
DK,Å,Å. Alternativet,4070.0,A,Alternativet,The Alternative,117567.0,True
GB,APNI,Alliance,1477.0,All,Alliance Party of Northern Ireland,Alliance Party of Northern Ireland,117191.0,True
IE,SOLIDARITY-PBP,Solidarity-People Before Profit,8241.0,S — PBP,Solidarity — People Before Profit,Solidarity — People Before Profit,116424.0,True
LV,VA-TB/LNNK,Tevzemei un Brivibai / LNNK,1704.0,TB/LNNK,Tēvzemei un Brīvībai / LNNK,For Fatherland and Freedom / LNNK,116385.0,True
BG,DBG,"""Dvizhenie """"Bulgariya na grazhdanite""""""",2058.0,BNG,"Dvizhenie ""Bulgariya na grazhdanite""",Bulgaria for Citizens Movement,115190.0,True
LT,Demokratų sąjunga „Vardan Lietuvos“,Demokratų sąjunga „Vardan Lietuvos“,9073.0,DSVL,Demokratų sąjunga „Vardan Lietuvos“,"Union of Democrats ""For Lithuania""",114792.0,True
ES,COALICIÓN CANARIA,COALICIÓN CANARIA,81.0,CC,Coalición Canaria,Canary Coalition,114718.0,True
CH,PDA,Partei der Arbeit der Schweiz,669.0,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,114176.0,True
BG,IMRO - Bulgarian National Movement,IMRO - Bulgarian National Movement,2056.0,IMRO,VMRO — Bulgarsko Natsionalno Dvizhenie,IMRO — Bulgarian National Movement,113761.0,True
LV,Zaļo un Zemnieku savienība,Zaļo un Zemnieku savienība,701.0,ZZS,Zaļo un Zemnieku savienība,Green and Farmers' Union,113676.0,True
RO,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,9580.0,REPER,Reînnoim Proiectul European al României,Renewing Romania's European Project,113639.0,True
NO,Kristelig Folkeparti,Kristelig Folkeparti,705.0,KrF,Kristelig Folkeparti,Christian Democratic Party,113344.0,True
AT,KPÖ,KPÖ,996.0,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,112878.0,True
EE,ERL,Eestimaa Rahvalliit,110.0,ERL,Eestimaa Rahvalliit,People's Union of Estonia,112776.0,True
SI,LMS,Lista Marjana Sarca,6132.0,LMS,Lista Marjana Šarca,List of Marjan Sarec,112250.0,True
CZ,SNK ED,SNK Evropsti demokrate,751.0,SNK-ED,SNK Evropští demokraté,SNK European Democrats,111724.0,True
LT,"THE COALITION ""LABOR PARTY + YOUTH""",Koalicija Darbo partija + Jaunimas,8279.0,KDJ,Koalicija Darbo partija + Jaunimas,Coalition Labour Party and Youth,111149.0,True
LT,OTHER,,1846.0,etc,other,other,111040.0,True
LT,POLITICAL PARTY 'THE WAY OF COURAGE',Drasos Kelias,74.0,DK,Drąsos Kelias,The Way of Courage,109444.0,True
BG,NV,Hoboto Bpeme,2022.0,HB,Hoboto Bpeme,New Times,107758.0,True
LT,FREEDOM PARTY,,8982.0,LP,Laisvės partija,Freedom Party,107093.0,True
IT,SÜDTIROLER VOLKSPARTEI (SVP) - PATT,SÜDTIROLER VOLKSPARTEI (SVP) - PATT,1369.0,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,106092.0,True
CH,Ticino League,Ticino League,1661.0,LdT,Lega dei Ticinesi,Ticino League,105868.0,True
CH,LDU,Landesring der Unabhangigen,1194.0,LdU,Landesring der Unabhängigen,Independents Alliance,105073.0,True
LV,AP!,,8393.0,AP!,Attīstībai/Par!,Development/For!,101685.0,True
NO,RODT,Rodt,3698.0,DT,Rødt,Red Party,101273.0,True
BG,"MOVEMENT ""YES, BULGARIA""",Da Bulgaria,5861.0,DB,Da Bulgaria,"Yes, Bulgaria!",101177.0,True
BG,DOST ALL.,"Demokrati za Otgovornost, Svoboda i Tolerantnost",5860.0,DOST,"Demokrati za Otgovornost, Svoboda i Tolerantnost","Democrats for Responsibility, Solidarity and Tolerance",100479.0,True
RO,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ECOLOGIST ROMÂN,1373.0,PER,Partidul Ecologist Român,Romanian Ecologist Party,100419.0,True
LT,PARTY 'ORDER AND JUSTICE',Tvarka ir teisingumas - Liberalu Demokratu Partija,237.0,TT — LDP,Tvarka ir teisingumas — Liberalų Demokratų Partija,Order and Justice — Liberal Democratic Party,100110.0,True
LV,LPP/LC,Latvijas Pirma partija / Latvijas Cels,461.0,LPP/LC,Latvijas Pirmā partija / Latvijas Ceļš,Latvian First Party / Latvian Way Party,100000.0,True
SK,KSS,Komunisticka strana Slovenska,340.0,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,99317.0,True
HR,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,2347.0,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Alliance of Slavonia and Baranja,98862.0,True
ES,CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA,CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA,8357.0,CUP,Candidatura d'Unitat Popular,Popular Unity Candidacy,98794.0,True
HU,MKKP,Magyar Ketfarku Kutya Part,6129.0,MKKP,Magyar Kétfarkú Kutya Párt,Hungarian Two-tailed Dog Party,98758.0,True
SI,ZARES,Zares,474.0,Zares,Zares,For Real,98526.0,True
FR,ECOLOGISTE,Aujour'hui l'Ecologie,5953.0,AE,Aujour'hui l'Ecologie,Ecology Today,98292.0,True
IT,VALLEE D'AOSTE,,6242.0,VdA,Vallée d’Aoste,Aosta Valley,96429.0,True
LT,Liberalų sąjūdis,Liberalų sąjūdis,1744.0,LRLS,Lietuvos Respublikos Liberalų sąjūdis,Liberals' Movement of the Republic of Lithuania,95868.0,True
LV,LRA,Latvijas Regionu apvieniba,3194.0,LRa,Latvijas Reģionu apvienība,Latvian Association of Regions,95830.0,True
PT,PSN,Partido da Solidariedade Nacional,181.0,PSN,Partido da Solidariedade Nacional,National Solidarity Party,95735.0,True
FR,DL,,4364.0,DL,Démocratie Libérale,Liberal Democracy,95733.0,True
BG,There is such a people,There is such a people,8992.0,ITN,Ima takav narod,There Is Such a People,94832.0,True
GB,UUP,UUP,1366.0,UUP,Ulster Unionist Party,Ulster Unionist Party,94779.0,True
LV,LPP,Latvijas Pirma partija,1778.0,LPP,Latvijas Pirmā partija,Latvia's First Party,94752.0,True
DK,O,O. Dansk Folkeparti,1022.0,DF,Dansk Folkeparti,Danish Peoples Party,93428.0,True
EE,Eesti Keskerakond,Eesti Keskerakond,533.0,EK,Eesti Keskerakond,Estonian Centre Party,93254.0,True
IE,DEMOCRATIC LEFT,Democratic Left,1172.0,DLP,Democratic Left,Democratic Left,92846.0,True
HU,VP,Vallalkozok Partja Egyesulet,184.0,VP,Vállalkozók Pártja Egyesület,Entrepreneurs' Party,92689.0,True
SI,LGV,Drzavljanska lista,98.0,DL,Državljanska lista,Civic List,92282.0,True
CH,FGA,Feministische und grun-alternative Gruppierungen,1201.0,FGr,Feministische und grün-alternative Gruppierungen,Feminists and Green-Alternative Groups,91988.0,True
HU,HVK,Hazafias Valasztasi Koalicio,1323.0,HVK,Hazafias Választási Koalíció,Patriotic Elections Coalition,91922.0,True
IE,SOCIALIST PARTY,Pairti Soisialach,1448.0,SP,Páirtí Sóisialach,Socialist Party,90793.0,True
SK,DV,,8644.0,DV,Dobrá voľba,Good Choice,88194.0,True
BG,There is Such a People,There is Such a People,8992.0,ITN,Ima takav narod,There Is Such a People,87933.0,True
LT,Lietuvos valstiečių ir žaliųjų sąjunga,Lietuvos valstiečių ir žaliųjų sąjunga,1490.0,LVŽS / LVLS,Lietuvos valstiečių ir žaliųjų sąjunga / Lietuvos valstiečių liaudininkų sąjunga,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,87374.0,True
AT,FRITZ,Burgerforum Osterreich - Liste Fritz Dinkhauser,439.0,Fritz,Bürgerforum Österreich — Liste Fritz Dinkhauser,The Citizens`Forum Austria,87265.0,True
GB,SDLP,SDLP,762.0,SDLP,Social Democratic and Labour Party,Social Democratic and Labour Party,86861.0,True
HR,ZIVI ZID,Zivi zid,4867.0,ZiZi,Živi zid,Human Shield,86664.0,True
PT,CDS-PP,CDS-PP,1308.0,CDS/PP,Centro Democrático e Social / Partido Popular,Democratic and Social Center / People's Party,86577.0,True
AT,VGO,Vereinte Grune Osterreichs,1170.0,VGO,Vereinte Grüne Österreichs,United Greens Austria,85879.0,True
LV,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""","Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",7619.0,,Nacionālā apvienība,National Alliance,84939.0,True
BG,PV,People's Voice,2024.0,GN,Glas Naroden,People's Voice,84754.0,True
SK,VLAST,,8643.0,V,Vlasť,Homeland,84429.0,True
BE,DéFI,DéFI,698.0,FDF,Front Démocratique des Francophones / DéFI,Democratic Front of Francophones,84024.0,True
SI,ZAAB,Zaveznistvo Alenke Bratusek / Stranka Alenke Bratusek,3114.0,ZaAB / SAB,Zavezništvo Alenke Bratušek / Stranka Alenke Bratušek,Alliance of Alenka Bratusek / Party of Alenka Bratušek,83785.0,True
IT,FIAMMA TRICOLORE,Fiamma Tricolore,1101.0,MSFT,Fiamma Tricolore,Fiamma Tricolore,83325.0,True
DK,NB,Nye Borgerlige,7339.0,NB,Nye Borgerlige,The New Right,83201.0,True
SI,LEVICA,,6131.0,L,Levica,The Left,83108.0,True
GR,PLEFSI ELEFTHERIAS,,9088.0,PE,Plefsi Eleftherias,Course of Freedom,82786.0,True
PT,PSR,Partido Socialista Revolucionario,375.0,PSR,Partido Socialista Revolucionário,Revolutionary Socialist Party,82587.0,True
